file,orig_len_sec,dc_offset_db,dc_flagged,final_len_sec,language,vad_warning
/content/drive/MyDrive/Audio_dataset/Bengali/1070.mp3,4.981,-142.06,False,3.552,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/11188.mp3,4.981,-114.34,False,4.949,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/11140.mp3,4.977,-113.38,False,2.769,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/1192.mp3,4.977,-99.03,False,4.977,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/11288.mp3,4.981,-124.03,False,4.917,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/11704.mp3,4.977,-102.34,False,4.977,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/10351.mp3,4.977,-119.05,False,4.977,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/11542.mp3,4.977,-130.17,False,4.977,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/11519.mp3,4.977,-120.91,False,4.672,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/11428.mp3,4.977,-126.48,False,4.864,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/11473.mp3,4.977,-119.27,False,4.896,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/10556.mp3,4.977,-120.64,False,4.881,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/10301.mp3,4.981,-126.19,False,4.8,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/10304.mp3,4.981,-110.91,False,4.597,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/11083.mp3,4.981,-110.29,False,4.437,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/11930.mp3,4.981,-115.61,False,3.893,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/10348.mp3,5.005,-115.44,False,3.501,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/11341.mp3,4.981,-96.91,False,4.245,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/11452.mp3,4.981,-109.91,False,4.949,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/11014.mp3,4.981,-106.33,False,4.949,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/10630.mp3,4.977,-124.2,False,4.896,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/11714.mp3,5.004,-107.01,False,4.576,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/1024.mp3,4.981,-131.65,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12166.mp3,5.004,-106.63,False,4.844,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13906.mp3,5.005,-116.94,False,4.896,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12888.mp3,4.977,-139.08,False,4.977,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12907.mp3,4.977,-157.27,False,4.913,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13843.mp3,5.004,-109.85,False,4.972,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12089.mp3,4.981,-137.3,False,4.64,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13675.mp3,4.977,-137.01,False,4.832,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12971.mp3,5.005,-118.66,False,5.005,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12710.mp3,4.981,-119.02,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13126.mp3,5.004,-172.69,False,4.94,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13132.mp3,4.981,-110.5,False,4.736,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13802.mp3,5.005,-107.39,False,5.005,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12349.mp3,5.005,-104.89,False,5.005,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13934.mp3,4.981,-112.36,False,4.917,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12656.mp3,4.977,-117.8,False,4.032,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12393.mp3,4.981,-106.2,False,4.96,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13945.mp3,4.977,-102.9,False,4.736,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13783.mp3,5.005,-107.49,False,4.909,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12551.mp3,4.977,-129.69,False,4.977,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13726.mp3,4.981,-131.23,False,4.832,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12482.mp3,5.004,-126.62,False,5.004,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13178.mp3,4.977,-105.24,False,4.704,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12647.mp3,4.981,-102.15,False,4.352,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13310.mp3,4.981,-115.87,False,3.957,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12553.mp3,5.004,-118.87,False,4.384,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12398.mp3,4.981,-125.06,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/1320.mp3,4.981,-101.88,False,4.501,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12965.mp3,4.977,-119.68,False,4.576,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12637.mp3,5.004,-116.15,False,4.236,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13361.mp3,5.004,-130.47,False,5.004,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13787.mp3,4.981,-96.25,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13440.mp3,5.004,-106.33,False,5.004,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12913.mp3,4.981,-116.79,False,4.885,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12769.mp3,4.977,-126.01,False,4.977,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12938.mp3,4.977,-117.36,False,4.8,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13487.mp3,5.005,-133.36,False,3.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12994.mp3,5.005,-111.37,False,4.941,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13141.mp3,4.977,-114.58,False,4.032,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12959.mp3,4.981,-111.36,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12470.mp3,4.981,-136.29,False,4.8,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13642.mp3,4.977,-90.68,False,4.977,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12492.mp3,4.977,-114.32,False,4.768,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13738.mp3,5.004,-99.78,False,5.004,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12916.mp3,5.005,-107.42,False,2.573,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12436.mp3,4.981,-108.39,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12928.mp3,4.977,-105.3,False,4.977,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12330.mp3,4.981,-113.77,False,4.64,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/1213.mp3,4.977,-103.3,False,4.977,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12726.mp3,5.004,-93.54,False,5.004,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13460.mp3,4.981,-109.52,False,4.917,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12204.mp3,4.981,-107.61,False,4.704,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13057.mp3,4.981,-107.66,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12715.mp3,4.981,-122.0,False,4.949,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12835.mp3,4.977,-116.54,False,4.145,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13082.mp3,4.981,-110.86,False,4.768,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/1222.mp3,4.981,-123.53,False,4.949,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12516.mp3,5.004,-117.41,False,4.32,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13163.mp3,5.004,-99.08,False,4.512,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13107.mp3,5.005,-129.21,False,4.397,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13539.mp3,5.005,-104.6,False,4.333,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13615.mp3,4.977,-119.56,False,4.896,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12603.mp3,4.981,-115.61,False,4.416,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12727.mp3,4.981,-102.96,False,4.544,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12536.mp3,5.005,-104.97,False,5.005,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12771.mp3,5.005,-123.08,False,5.005,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13788.mp3,4.977,-124.45,False,3.776,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13463.mp3,4.981,-110.04,False,4.117,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12924.mp3,4.981,-109.24,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12473.mp3,5.005,-102.4,False,4.941,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13344.mp3,4.981,-96.28,False,3.744,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13587.mp3,5.004,-94.98,False,5.004,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13806.mp3,4.981,-112.44,False,3.936,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12247.mp3,4.977,-129.93,False,4.96,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12799.mp3,4.981,-117.63,False,4.96,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/12182.mp3,4.981,-114.88,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13409.mp3,5.005,-111.91,False,4.973,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14650.mp3,5.005,-110.12,False,5.005,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15587.mp3,5.004,-110.97,False,4.736,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14630.mp3,4.981,-117.24,False,4.352,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15411.mp3,4.981,-124.85,False,4.832,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/149.mp3,5.004,-94.13,False,5.004,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15726.mp3,4.981,-107.36,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15714.mp3,4.981,-128.24,False,4.949,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15337.mp3,4.981,-123.91,False,4.96,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15183.mp3,5.004,-105.4,False,4.748,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14944.mp3,4.981,-102.94,False,4.48,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14580.mp3,4.981,-112.58,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14171.mp3,4.981,-123.03,False,4.576,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15212.mp3,4.977,-123.55,False,4.977,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15642.mp3,5.004,-123.68,False,4.96,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14448.mp3,4.981,-110.34,False,4.789,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14063.mp3,4.977,-115.44,False,4.704,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14145.mp3,5.004,-105.25,False,4.16,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15737.mp3,4.981,-110.15,False,3.52,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15712.mp3,4.977,-160.73,False,4.881,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15742.mp3,5.005,-125.92,False,4.672,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14810.mp3,4.977,-105.03,False,4.657,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15299.mp3,4.981,-122.38,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15653.mp3,5.005,-96.34,False,4.333,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14603.mp3,4.981,-119.68,False,4.896,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15589.mp3,4.981,-110.82,False,4.96,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14606.mp3,4.977,-105.59,False,4.977,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14703.mp3,4.977,-85.42,False,4.465,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14049.mp3,4.981,-109.45,False,4.277,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14661.mp3,5.005,-106.42,False,4.96,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15555.mp3,5.005,-99.69,False,4.717,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14313.mp3,4.981,-111.49,False,4.949,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/1448.mp3,4.981,-106.23,False,4.704,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15592.mp3,5.004,-104.11,False,3.884,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14534.mp3,4.981,-105.48,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15009.mp3,4.977,-116.38,False,4.832,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14051.mp3,4.981,-97.33,False,4.437,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15001.mp3,4.977,-115.59,False,4.977,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14704.mp3,5.005,-109.91,False,5.005,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14299.mp3,4.981,-108.7,False,4.064,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14390.mp3,4.981,-121.03,False,4.896,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15249.mp3,4.981,-102.6,False,4.864,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15428.mp3,4.977,-134.33,False,4.721,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15639.mp3,5.005,-111.69,False,3.936,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14635.mp3,4.981,-103.39,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14084.mp3,4.981,-112.97,False,4.885,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14984.mp3,5.004,-112.55,False,5.004,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14552.mp3,5.004,-99.91,False,4.524,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14783.mp3,4.977,-120.15,False,4.849,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15441.mp3,4.981,-107.67,False,4.629,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/1441.mp3,5.005,-111.95,False,4.608,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14030.mp3,4.981,-112.06,False,3.584,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15720.mp3,5.005,-122.09,False,4.448,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15516.mp3,4.977,-96.81,False,4.96,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/13985.mp3,4.981,-116.4,False,4.917,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14053.mp3,4.977,-126.83,False,4.64,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15317.mp3,4.981,-104.38,False,4.661,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15.mp3,5.004,-130.88,False,4.992,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14773.mp3,4.977,-91.83,False,4.337,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14160.mp3,4.981,-117.68,False,4.096,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15345.mp3,5.005,-126.28,False,4.64,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15469.mp3,5.005,-132.99,False,4.96,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14332.mp3,4.977,-113.57,False,4.913,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14177.mp3,4.977,-120.12,False,4.977,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14821.mp3,5.004,-119.44,False,4.94,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14740.mp3,4.981,-112.76,False,4.672,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14334.mp3,4.981,-95.46,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14999.mp3,4.981,-107.15,False,4.064,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14064.mp3,5.005,-113.97,False,5.005,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14477.mp3,5.004,-116.37,False,5.004,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/1531.mp3,5.004,-113.57,False,5.004,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14285.mp3,4.977,-134.46,False,4.48,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15158.mp3,4.981,-151.81,False,4.096,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15378.mp3,4.981,-119.96,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15209.mp3,5.005,-117.74,False,4.32,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/14017.mp3,4.977,-106.5,False,4.256,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15027.mp3,4.981,-109.42,False,3.296,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/1749.mp3,4.977,-116.32,False,4.817,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/17022 (1).mp3,5.005,-114.84,False,5.005,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16742 (1).mp3,4.981,-103.83,False,4.544,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16819 (1).mp3,5.005,-104.4,False,4.717,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16467.mp3,4.981,-110.36,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/17114.mp3,5.005,-96.17,False,4.973,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15828.mp3,4.981,-125.08,False,4.288,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16329.mp3,5.005,-115.05,False,4.608,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16290.mp3,5.004,-97.88,False,4.972,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16999 (1).mp3,4.981,-118.54,False,4.469,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16812 (1).mp3,5.005,-148.95,False,4.877,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16564.mp3,4.981,-90.11,False,4.501,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/17033 (1).mp3,4.981,-105.46,False,4.309,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16812.mp3,5.005,-148.95,False,4.877,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16571.mp3,4.977,-120.55,False,4.928,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/17484.mp3,4.981,-105.31,False,4.629,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/17233.mp3,4.981,-97.42,False,4.533,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16805 (1).mp3,4.981,-104.66,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/17333.mp3,4.977,-124.76,False,4.096,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/1642.mp3,4.981,-106.41,False,3.904,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16819.mp3,5.005,-104.4,False,4.717,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16246.mp3,4.981,-111.04,False,3.712,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/17033.mp3,4.981,-105.46,False,4.309,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/17011 (1).mp3,5.005,-102.73,False,4.781,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16532.mp3,5.005,-135.01,False,4.32,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16092.mp3,5.004,-117.51,False,4.876,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16990 (1).mp3,4.981,-99.8,False,4.096,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/17308.mp3,4.977,-103.57,False,4.913,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16957 (1).mp3,4.981,-121.46,False,4.832,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/17207.mp3,4.981,-123.93,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16913 (1).mp3,4.981,-133.77,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16336.mp3,4.981,-120.11,False,4.469,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16167.mp3,5.004,-102.09,False,5.004,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/17022.mp3,5.005,-114.84,False,5.005,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16936 (1).mp3,5.005,-128.63,False,5.005,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16238.mp3,4.977,-102.68,False,4.8,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16805.mp3,4.981,-104.66,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16765 (1).mp3,4.981,-110.33,False,4.341,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16320.mp3,4.981,-129.25,False,4.981,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/17011.mp3,5.005,-102.73,False,4.781,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15771.mp3,5.005,-109.31,False,4.992,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/16160.mp3,4.981,-107.6,False,4.224,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/15934.mp3,5.004,-134.52,False,3.628,Bengali,
/content/drive/MyDrive/Audio_dataset/Bengali/1679 (1).mp3,4.981,-127.38,False,4.885,Bengali,
