path,language
/content/work/processed_wav/Bengali/12647.wav,Bengali
/content/work/processed_wav/Bengali/13310.wav,Bengali
/content/work/processed_wav/Bengali/12553.wav,Bengali
/content/work/processed_wav/Bengali/12398.wav,Bengali
/content/work/processed_wav/Bengali/1320.wav,Bengali
/content/work/processed_wav/Bengali/12965.wav,Bengali
/content/work/processed_wav/Bengali/12637.wav,Bengali
/content/work/processed_wav/Bengali/13361.wav,Bengali
/content/work/processed_wav/Bengali/13787.wav,Bengali
/content/work/processed_wav/Bengali/13440.wav,Bengali
/content/work/processed_wav/Bengali/12913.wav,Bengali
/content/work/processed_wav/Bengali/12769.wav,Bengali
/content/work/processed_wav/Bengali/12938.wav,Bengali
/content/work/processed_wav/Bengali/13487.wav,Bengali
/content/work/processed_wav/Bengali/12994.wav,Bengali
/content/work/processed_wav/Bengali/13141.wav,Bengali
/content/work/processed_wav/Bengali/12959.wav,Bengali
/content/work/processed_wav/Bengali/12470.wav,Bengali
/content/work/processed_wav/Bengali/13642.wav,Bengali
/content/work/processed_wav/Bengali/12492.wav,Bengali
/content/work/processed_wav/Bengali/13738.wav,Bengali
/content/work/processed_wav/Bengali/12916.wav,Bengali
/content/work/processed_wav/Bengali/12436.wav,Bengali
/content/work/processed_wav/Bengali/12928.wav,Bengali
/content/work/processed_wav/Bengali/12330.wav,Bengali
/content/work/processed_wav/Bengali/1213.wav,Bengali
/content/work/processed_wav/Bengali/12726.wav,Bengali
/content/work/processed_wav/Bengali/13460.wav,Bengali
/content/work/processed_wav/Bengali/12204.wav,Bengali
/content/work/processed_wav/Bengali/13057.wav,Bengali
/content/work/processed_wav/Bengali/12715.wav,Bengali
/content/work/processed_wav/Bengali/12835.wav,Bengali
/content/work/processed_wav/Bengali/13082.wav,Bengali
/content/work/processed_wav/Bengali/1222.wav,Bengali
/content/work/processed_wav/Bengali/12516.wav,Bengali
/content/work/processed_wav/Bengali/13163.wav,Bengali
/content/work/processed_wav/Bengali/13107.wav,Bengali
/content/work/processed_wav/Bengali/13539.wav,Bengali
/content/work/processed_wav/Bengali/13615.wav,Bengali
/content/work/processed_wav/Bengali/12603.wav,Bengali
/content/work/processed_wav/Bengali/12727.wav,Bengali
/content/work/processed_wav/Bengali/12536.wav,Bengali
/content/work/processed_wav/Bengali/12771.wav,Bengali
/content/work/processed_wav/Bengali/13788.wav,Bengali
/content/work/processed_wav/Bengali/13463.wav,Bengali
/content/work/processed_wav/Bengali/12924.wav,Bengali
/content/work/processed_wav/Bengali/12473.wav,Bengali
/content/work/processed_wav/Bengali/13344.wav,Bengali
/content/work/processed_wav/Bengali/13587.wav,Bengali
/content/work/processed_wav/Bengali/13806.wav,Bengali
/content/work/processed_wav/Bengali/12247.wav,Bengali
/content/work/processed_wav/Bengali/12799.wav,Bengali
/content/work/processed_wav/Bengali/12182.wav,Bengali
/content/work/processed_wav/Bengali/13409.wav,Bengali
/content/work/processed_wav/Bengali/14650.wav,Bengali
/content/work/processed_wav/Bengali/15587.wav,Bengali
/content/work/processed_wav/Bengali/14630.wav,Bengali
/content/work/processed_wav/Bengali/15411.wav,Bengali
/content/work/processed_wav/Bengali/149.wav,Bengali
/content/work/processed_wav/Bengali/15726.wav,Bengali
/content/work/processed_wav/Bengali/15714.wav,Bengali
/content/work/processed_wav/Bengali/15337.wav,Bengali
/content/work/processed_wav/Bengali/15183.wav,Bengali
/content/work/processed_wav/Bengali/14944.wav,Bengali
/content/work/processed_wav/Bengali/14580.wav,Bengali
/content/work/processed_wav/Bengali/14171.wav,Bengali
/content/work/processed_wav/Bengali/15212.wav,Bengali
/content/work/processed_wav/Bengali/15642.wav,Bengali
/content/work/processed_wav/Bengali/14448.wav,Bengali
/content/work/processed_wav/Bengali/14063.wav,Bengali
/content/work/processed_wav/Bengali/14145.wav,Bengali
/content/work/processed_wav/Bengali/15737.wav,Bengali
/content/work/processed_wav/Bengali/15712.wav,Bengali
/content/work/processed_wav/Bengali/15742.wav,Bengali
/content/work/processed_wav/Bengali/14810.wav,Bengali
/content/work/processed_wav/Bengali/15299.wav,Bengali
/content/work/processed_wav/Bengali/15653.wav,Bengali
/content/work/processed_wav/Bengali/14603.wav,Bengali
/content/work/processed_wav/Bengali/15589.wav,Bengali
/content/work/processed_wav/Bengali/14606.wav,Bengali
/content/work/processed_wav/Bengali/14703.wav,Bengali
/content/work/processed_wav/Bengali/14049.wav,Bengali
/content/work/processed_wav/Bengali/14661.wav,Bengali
/content/work/processed_wav/Bengali/15555.wav,Bengali
/content/work/processed_wav/Bengali/14313.wav,Bengali
/content/work/processed_wav/Bengali/1448.wav,Bengali
/content/work/processed_wav/Bengali/15592.wav,Bengali
/content/work/processed_wav/Bengali/14534.wav,Bengali
/content/work/processed_wav/Bengali/15009.wav,Bengali
/content/work/processed_wav/Bengali/14051.wav,Bengali
/content/work/processed_wav/Bengali/15001.wav,Bengali
/content/work/processed_wav/Bengali/14704.wav,Bengali
/content/work/processed_wav/Bengali/14299.wav,Bengali
/content/work/processed_wav/Bengali/14390.wav,Bengali
/content/work/processed_wav/Bengali/15249.wav,Bengali
/content/work/processed_wav/Bengali/15428.wav,Bengali
/content/work/processed_wav/Bengali/15639.wav,Bengali
/content/work/processed_wav/Bengali/14635.wav,Bengali
/content/work/processed_wav/Bengali/14084.wav,Bengali
/content/work/processed_wav/Bengali/14984.wav,Bengali
/content/work/processed_wav/Bengali/14552.wav,Bengali
/content/work/processed_wav/Bengali/14783.wav,Bengali
/content/work/processed_wav/Bengali/15441.wav,Bengali
/content/work/processed_wav/Bengali/1441.wav,Bengali
/content/work/processed_wav/Bengali/14030.wav,Bengali
/content/work/processed_wav/Bengali/15720.wav,Bengali
/content/work/processed_wav/Bengali/15516.wav,Bengali
/content/work/processed_wav/Bengali/13985.wav,Bengali
/content/work/processed_wav/Bengali/14053.wav,Bengali
/content/work/processed_wav/Bengali/15317.wav,Bengali
/content/work/processed_wav/Bengali/15.wav,Bengali
/content/work/processed_wav/Bengali/14773.wav,Bengali
/content/work/processed_wav/Bengali/14160.wav,Bengali
/content/work/processed_wav/Bengali/15345.wav,Bengali
/content/work/processed_wav/Bengali/15469.wav,Bengali
/content/work/processed_wav/Bengali/14332.wav,Bengali
/content/work/processed_wav/Bengali/14177.wav,Bengali
/content/work/processed_wav/Bengali/14821.wav,Bengali
/content/work/processed_wav/Bengali/14740.wav,Bengali
/content/work/processed_wav/Bengali/14334.wav,Bengali
/content/work/processed_wav/Bengali/14999.wav,Bengali
/content/work/processed_wav/Bengali/14064.wav,Bengali
/content/work/processed_wav/Bengali/14477.wav,Bengali
/content/work/processed_wav/Bengali/1531.wav,Bengali
/content/work/processed_wav/Bengali/14285.wav,Bengali
/content/work/processed_wav/Bengali/15158.wav,Bengali
/content/work/processed_wav/Bengali/15378.wav,Bengali
/content/work/processed_wav/Bengali/15209.wav,Bengali
/content/work/processed_wav/Bengali/14017.wav,Bengali
/content/work/processed_wav/Bengali/15027.wav,Bengali
/content/work/processed_wav/Bengali/1749.wav,Bengali
/content/work/processed_wav/Bengali/17022 (1).wav,Bengali
/content/work/processed_wav/Bengali/16742 (1).wav,Bengali
/content/work/processed_wav/Bengali/16819 (1).wav,Bengali
/content/work/processed_wav/Bengali/16467.wav,Bengali
/content/work/processed_wav/Bengali/17114.wav,Bengali
/content/work/processed_wav/Bengali/15828.wav,Bengali
/content/work/processed_wav/Bengali/16329.wav,Bengali
/content/work/processed_wav/Bengali/16290.wav,Bengali
/content/work/processed_wav/Bengali/16999 (1).wav,Bengali
/content/work/processed_wav/Bengali/16812 (1).wav,Bengali
/content/work/processed_wav/Bengali/16564.wav,Bengali
/content/work/processed_wav/Bengali/17033 (1).wav,Bengali
/content/work/processed_wav/Bengali/16812.wav,Bengali
/content/work/processed_wav/Bengali/16571.wav,Bengali
/content/work/processed_wav/Bengali/17484.wav,Bengali
/content/work/processed_wav/Bengali/17233.wav,Bengali
/content/work/processed_wav/Bengali/16805 (1).wav,Bengali
/content/work/processed_wav/Bengali/17333.wav,Bengali
/content/work/processed_wav/Bengali/1642.wav,Bengali
/content/work/processed_wav/Bengali/16819.wav,Bengali
/content/work/processed_wav/Bengali/16246.wav,Bengali
/content/work/processed_wav/Bengali/17033.wav,Bengali
/content/work/processed_wav/Bengali/17011 (1).wav,Bengali
/content/work/processed_wav/Bengali/16532.wav,Bengali
/content/work/processed_wav/Bengali/16092.wav,Bengali
/content/work/processed_wav/Bengali/16990 (1).wav,Bengali
/content/work/processed_wav/Bengali/17308.wav,Bengali
/content/work/processed_wav/Bengali/16957 (1).wav,Bengali
/content/work/processed_wav/Bengali/17207.wav,Bengali
/content/work/processed_wav/Bengali/16913 (1).wav,Bengali
/content/work/processed_wav/Bengali/16336.wav,Bengali
/content/work/processed_wav/Bengali/16167.wav,Bengali
/content/work/processed_wav/Bengali/17022.wav,Bengali
/content/work/processed_wav/Bengali/16936 (1).wav,Bengali
/content/work/processed_wav/Bengali/16238.wav,Bengali
/content/work/processed_wav/Bengali/16805.wav,Bengali
/content/work/processed_wav/Bengali/16765 (1).wav,Bengali
/content/work/processed_wav/Bengali/16320.wav,Bengali
/content/work/processed_wav/Bengali/17011.wav,Bengali
/content/work/processed_wav/Bengali/15771.wav,Bengali
/content/work/processed_wav/Bengali/16160.wav,Bengali
/content/work/processed_wav/Bengali/15934.wav,Bengali
/content/work/processed_wav/Bengali/1679 (1).wav,Bengali
/content/work/processed_wav/Bengali/15854.wav,Bengali
/content/work/processed_wav/Bengali/16936.wav,Bengali
/content/work/processed_wav/Bengali/16104.wav,Bengali
/content/work/processed_wav/Bengali/16432.wav,Bengali
/content/work/processed_wav/Bengali/17144.wav,Bengali
/content/work/processed_wav/Bengali/17477.wav,Bengali
/content/work/processed_wav/Bengali/16957.wav,Bengali
/content/work/processed_wav/Bengali/17498.wav,Bengali
/content/work/processed_wav/Bengali/16081.wav,Bengali
/content/work/processed_wav/Bengali/15904.wav,Bengali
/content/work/processed_wav/Bengali/17119.wav,Bengali
/content/work/processed_wav/Bengali/16131.wav,Bengali
/content/work/processed_wav/Bengali/16010.wav,Bengali
/content/work/processed_wav/Bengali/15915.wav,Bengali
/content/work/processed_wav/Bengali/16097.wav,Bengali
/content/work/processed_wav/Bengali/16999.wav,Bengali
/content/work/processed_wav/Bengali/17446.wav,Bengali
/content/work/processed_wav/Bengali/17403.wav,Bengali
/content/work/processed_wav/Bengali/16990.wav,Bengali
/content/work/processed_wav/Bengali/1663.wav,Bengali
/content/work/processed_wav/Bengali/16864 (1).wav,Bengali
/content/work/processed_wav/Bengali/17146.wav,Bengali
/content/work/processed_wav/Bengali/15997.wav,Bengali
/content/work/processed_wav/Bengali/16978 (1).wav,Bengali
/content/work/processed_wav/Bengali/15981.wav,Bengali
/content/work/processed_wav/Bengali/15899.wav,Bengali
/content/work/processed_wav/Bengali/16765.wav,Bengali
/content/work/processed_wav/Bengali/1600.wav,Bengali
/content/work/processed_wav/Bengali/15817.wav,Bengali
/content/work/processed_wav/Bengali/16254.wav,Bengali
/content/work/processed_wav/Bengali/16864.wav,Bengali
/content/work/processed_wav/Bengali/1622.wav,Bengali
/content/work/processed_wav/Bengali/15963.wav,Bengali
/content/work/processed_wav/Bengali/17120.wav,Bengali
/content/work/processed_wav/Bengali/16027.wav,Bengali
/content/work/processed_wav/Bengali/1606.wav,Bengali
/content/work/processed_wav/Bengali/16609.wav,Bengali
/content/work/processed_wav/Bengali/17078.wav,Bengali
/content/work/processed_wav/Bengali/17211.wav,Bengali
/content/work/processed_wav/Bengali/16913.wav,Bengali
/content/work/processed_wav/Bengali/16978.wav,Bengali
/content/work/processed_wav/Bengali/16742.wav,Bengali
/content/work/processed_wav/Bengali/1679.wav,Bengali
/content/work/processed_wav/Bengali/1709.wav,Bengali
/content/work/processed_wav/Bengali/17474.wav,Bengali
/content/work/processed_wav/Bengali/16543.wav,Bengali
/content/work/processed_wav/Bengali/1934.wav,Bengali
/content/work/processed_wav/Bengali/18281.wav,Bengali
/content/work/processed_wav/Bengali/19612.wav,Bengali
/content/work/processed_wav/Bengali/17873.wav,Bengali
/content/work/processed_wav/Bengali/18638.wav,Bengali
/content/work/processed_wav/Bengali/17572.wav,Bengali
/content/work/processed_wav/Bengali/18991.wav,Bengali
/content/work/processed_wav/Bengali/18947.wav,Bengali
/content/work/processed_wav/Bengali/17814.wav,Bengali
/content/work/processed_wav/Bengali/19128.wav,Bengali
/content/work/processed_wav/Bengali/19082.wav,Bengali
/content/work/processed_wav/Bengali/1751.wav,Bengali
/content/work/processed_wav/Bengali/18388.wav,Bengali
/content/work/processed_wav/Bengali/17705.wav,Bengali
/content/work/processed_wav/Bengali/1957.wav,Bengali
/content/work/processed_wav/Bengali/19453.wav,Bengali
/content/work/processed_wav/Bengali/18895.wav,Bengali
/content/work/processed_wav/Bengali/18584.wav,Bengali
/content/work/processed_wav/Bengali/1955.wav,Bengali
/content/work/processed_wav/Bengali/18458.wav,Bengali
/content/work/processed_wav/Bengali/19720.wav,Bengali
/content/work/processed_wav/Bengali/18558.wav,Bengali
/content/work/processed_wav/Bengali/1825.wav,Bengali
/content/work/processed_wav/Bengali/17577.wav,Bengali
/content/work/processed_wav/Bengali/1948.wav,Bengali
/content/work/processed_wav/Bengali/18549.wav,Bengali
/content/work/processed_wav/Bengali/18635.wav,Bengali
/content/work/processed_wav/Bengali/18519.wav,Bengali
/content/work/processed_wav/Bengali/19324.wav,Bengali
/content/work/processed_wav/Bengali/19407.wav,Bengali
/content/work/processed_wav/Bengali/19210.wav,Bengali
/content/work/processed_wav/Bengali/18737.wav,Bengali
/content/work/processed_wav/Bengali/17800.wav,Bengali
/content/work/processed_wav/Bengali/18750.wav,Bengali
/content/work/processed_wav/Bengali/17849.wav,Bengali
/content/work/processed_wav/Bengali/19795.wav,Bengali
/content/work/processed_wav/Bengali/19496.wav,Bengali
/content/work/processed_wav/Bengali/19705.wav,Bengali
/content/work/processed_wav/Bengali/17932.wav,Bengali
/content/work/processed_wav/Bengali/17746.wav,Bengali
/content/work/processed_wav/Bengali/19009.wav,Bengali
/content/work/processed_wav/Bengali/17655.wav,Bengali
/content/work/processed_wav/Bengali/17893.wav,Bengali
/content/work/processed_wav/Bengali/1796.wav,Bengali
/content/work/processed_wav/Bengali/19558.wav,Bengali
/content/work/processed_wav/Bengali/19206.wav,Bengali
/content/work/processed_wav/Bengali/18515.wav,Bengali
/content/work/processed_wav/Bengali/19627.wav,Bengali
/content/work/processed_wav/Bengali/181.wav,Bengali
/content/work/processed_wav/Bengali/19619.wav,Bengali
/content/work/processed_wav/Bengali/18312.wav,Bengali
/content/work/processed_wav/Bengali/18471.wav,Bengali
/content/work/processed_wav/Bengali/19177.wav,Bengali
/content/work/processed_wav/Bengali/18326.wav,Bengali
/content/work/processed_wav/Bengali/19282.wav,Bengali
/content/work/processed_wav/Bengali/182.wav,Bengali
/content/work/processed_wav/Bengali/18304.wav,Bengali
/content/work/processed_wav/Bengali/19690.wav,Bengali
/content/work/processed_wav/Bengali/18223.wav,Bengali
/content/work/processed_wav/Bengali/18686.wav,Bengali
/content/work/processed_wav/Bengali/18290.wav,Bengali
/content/work/processed_wav/Bengali/17862.wav,Bengali
/content/work/processed_wav/Bengali/19240.wav,Bengali
/content/work/processed_wav/Bengali/1889.wav,Bengali
/content/work/processed_wav/Bengali/17735.wav,Bengali
/content/work/processed_wav/Bengali/17543.wav,Bengali
/content/work/processed_wav/Bengali/17621.wav,Bengali
/content/work/processed_wav/Bengali/18068.wav,Bengali
/content/work/processed_wav/Bengali/18962.wav,Bengali
/content/work/processed_wav/Bengali/18747.wav,Bengali
/content/work/processed_wav/Bengali/17607.wav,Bengali
/content/work/processed_wav/Bengali/19509.wav,Bengali
/content/work/processed_wav/Bengali/18222.wav,Bengali
/content/work/processed_wav/Bengali/17728.wav,Bengali
/content/work/processed_wav/Bengali/18933.wav,Bengali
/content/work/processed_wav/Bengali/19099.wav,Bengali
/content/work/processed_wav/Bengali/19051.wav,Bengali
/content/work/processed_wav/Bengali/18849.wav,Bengali
/content/work/processed_wav/Bengali/1882.wav,Bengali
/content/work/processed_wav/Bengali/18863.wav,Bengali
/content/work/processed_wav/Bengali/18073.wav,Bengali
/content/work/processed_wav/Bengali/1880.wav,Bengali
/content/work/processed_wav/Bengali/21026.wav,Bengali
/content/work/processed_wav/Bengali/20737.wav,Bengali
/content/work/processed_wav/Bengali/21844.wav,Bengali
/content/work/processed_wav/Bengali/21567.wav,Bengali
/content/work/processed_wav/Bengali/21495.wav,Bengali
/content/work/processed_wav/Bengali/21134.wav,Bengali
/content/work/processed_wav/Bengali/21055.wav,Bengali
/content/work/processed_wav/Bengali/199.wav,Bengali
/content/work/processed_wav/Bengali/20068.wav,Bengali
/content/work/processed_wav/Bengali/20609.wav,Bengali
/content/work/processed_wav/Bengali/20526.wav,Bengali
/content/work/processed_wav/Bengali/19894.wav,Bengali
/content/work/processed_wav/Bengali/21115.wav,Bengali
/content/work/processed_wav/Bengali/21592.wav,Bengali
/content/work/processed_wav/Bengali/19887.wav,Bengali
/content/work/processed_wav/Bengali/2128.wav,Bengali
/content/work/processed_wav/Bengali/21360.wav,Bengali
/content/work/processed_wav/Bengali/21113.wav,Bengali
/content/work/processed_wav/Bengali/2002.wav,Bengali
/content/work/processed_wav/Bengali/19796.wav,Bengali
/content/work/processed_wav/Bengali/21867.wav,Bengali
/content/work/processed_wav/Bengali/21587.wav,Bengali
/content/work/processed_wav/Bengali/20998.wav,Bengali
/content/work/processed_wav/Bengali/20904.wav,Bengali
/content/work/processed_wav/Bengali/20799.wav,Bengali
/content/work/processed_wav/Bengali/20481.wav,Bengali
/content/work/processed_wav/Bengali/20331.wav,Bengali
/content/work/processed_wav/Bengali/19917.wav,Bengali
/content/work/processed_wav/Bengali/2108.wav,Bengali
/content/work/processed_wav/Bengali/21017.wav,Bengali
/content/work/processed_wav/Bengali/19957.wav,Bengali
/content/work/processed_wav/Bengali/2010.wav,Bengali
/content/work/processed_wav/Bengali/2013.wav,Bengali
/content/work/processed_wav/Bengali/21336.wav,Bengali
/content/work/processed_wav/Bengali/21411.wav,Bengali
/content/work/processed_wav/Bengali/21225.wav,Bengali
/content/work/processed_wav/Bengali/20020.wav,Bengali
/content/work/processed_wav/Bengali/20375.wav,Bengali
/content/work/processed_wav/Bengali/20100.wav,Bengali
/content/work/processed_wav/Bengali/2123.wav,Bengali
/content/work/processed_wav/Bengali/20665.wav,Bengali
/content/work/processed_wav/Bengali/20032.wav,Bengali
/content/work/processed_wav/Bengali/20690.wav,Bengali
/content/work/processed_wav/Bengali/20918.wav,Bengali
/content/work/processed_wav/Bengali/20430.wav,Bengali
/content/work/processed_wav/Bengali/20560.wav,Bengali
/content/work/processed_wav/Bengali/21473.wav,Bengali
/content/work/processed_wav/Bengali/21922.wav,Bengali
/content/work/processed_wav/Bengali/21427.wav,Bengali
/content/work/processed_wav/Bengali/19798.wav,Bengali
/content/work/processed_wav/Bengali/20215.wav,Bengali
/content/work/processed_wav/Bengali/21472.wav,Bengali
/content/work/processed_wav/Bengali/21767.wav,Bengali
/content/work/processed_wav/Bengali/21796.wav,Bengali
/content/work/processed_wav/Bengali/21766.wav,Bengali
/content/work/processed_wav/Bengali/20490.wav,Bengali
/content/work/processed_wav/Bengali/20251.wav,Bengali
/content/work/processed_wav/Bengali/21203.wav,Bengali
/content/work/processed_wav/Bengali/21274.wav,Bengali
/content/work/processed_wav/Bengali/21722.wav,Bengali
/content/work/processed_wav/Bengali/20427.wav,Bengali
/content/work/processed_wav/Bengali/20772.wav,Bengali
/content/work/processed_wav/Bengali/21385.wav,Bengali
/content/work/processed_wav/Bengali/20806.wav,Bengali
/content/work/processed_wav/Bengali/20219.wav,Bengali
/content/work/processed_wav/Bengali/20105.wav,Bengali
/content/work/processed_wav/Bengali/20830.wav,Bengali
/content/work/processed_wav/Bengali/21377.wav,Bengali
/content/work/processed_wav/Bengali/20773.wav,Bengali
/content/work/processed_wav/Bengali/21831.wav,Bengali
/content/work/processed_wav/Bengali/21894.wav,Bengali
/content/work/processed_wav/Bengali/20348.wav,Bengali
/content/work/processed_wav/Bengali/2177.wav,Bengali
/content/work/processed_wav/Bengali/20041.wav,Bengali
/content/work/processed_wav/Bengali/21052.wav,Bengali
/content/work/processed_wav/Bengali/20804.wav,Bengali
/content/work/processed_wav/Bengali/21607.wav,Bengali
/content/work/processed_wav/Bengali/20826.wav,Bengali
/content/work/processed_wav/Bengali/21627.wav,Bengali
/content/work/processed_wav/Bengali/21351.wav,Bengali
/content/work/processed_wav/Bengali/20413.wav,Bengali
/content/work/processed_wav/Bengali/21724.wav,Bengali
/content/work/processed_wav/Bengali/20231.wav,Bengali
/content/work/processed_wav/Bengali/20004.wav,Bengali
/content/work/processed_wav/Bengali/19808.wav,Bengali
/content/work/processed_wav/Bengali/23307.wav,Bengali
/content/work/processed_wav/Bengali/23677.wav,Bengali
/content/work/processed_wav/Bengali/22524.wav,Bengali
/content/work/processed_wav/Bengali/2348.wav,Bengali
/content/work/processed_wav/Bengali/22757.wav,Bengali
/content/work/processed_wav/Bengali/24060.wav,Bengali
/content/work/processed_wav/Bengali/2259.wav,Bengali
/content/work/processed_wav/Bengali/23285.wav,Bengali
/content/work/processed_wav/Bengali/23005.wav,Bengali
/content/work/processed_wav/Bengali/23324.wav,Bengali
/content/work/processed_wav/Bengali/22706.wav,Bengali
/content/work/processed_wav/Bengali/23039.wav,Bengali
/content/work/processed_wav/Bengali/22961.wav,Bengali
/content/work/processed_wav/Bengali/23663.wav,Bengali
/content/work/processed_wav/Bengali/22933.wav,Bengali
/content/work/processed_wav/Bengali/23557.wav,Bengali
/content/work/processed_wav/Bengali/22820.wav,Bengali
/content/work/processed_wav/Bengali/23142.wav,Bengali
/content/work/processed_wav/Bengali/22215.wav,Bengali
/content/work/processed_wav/Bengali/2397.wav,Bengali
/content/work/processed_wav/Bengali/23694.wav,Bengali
/content/work/processed_wav/Bengali/22611.wav,Bengali
/content/work/processed_wav/Bengali/23562.wav,Bengali
/content/work/processed_wav/Bengali/23304.wav,Bengali
/content/work/processed_wav/Bengali/22220.wav,Bengali
/content/work/processed_wav/Bengali/23222.wav,Bengali
/content/work/processed_wav/Bengali/23124.wav,Bengali
/content/work/processed_wav/Bengali/23085.wav,Bengali
/content/work/processed_wav/Bengali/22927.wav,Bengali
/content/work/processed_wav/Bengali/24015.wav,Bengali
/content/work/processed_wav/Bengali/23610.wav,Bengali
/content/work/processed_wav/Bengali/22492.wav,Bengali
/content/work/processed_wav/Bengali/2239.wav,Bengali
/content/work/processed_wav/Bengali/23585.wav,Bengali
/content/work/processed_wav/Bengali/23911.wav,Bengali
/content/work/processed_wav/Bengali/23758.wav,Bengali
/content/work/processed_wav/Bengali/23915.wav,Bengali
/content/work/processed_wav/Bengali/23732.wav,Bengali
/content/work/processed_wav/Bengali/23680.wav,Bengali
/content/work/processed_wav/Bengali/2222.wav,Bengali
/content/work/processed_wav/Bengali/238.wav,Bengali
/content/work/processed_wav/Bengali/23670.wav,Bengali
